ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	description
ENSDARG00000005085	1816.626094	-0.327126584	0.100587562	-3.252157402	0.001145326	0.025840243	ggctb	gamma-glutamylcyclotransferase b [Source:ZFIN;Acc:ZDB-GENE-040426-1939]
ENSDARG00000115306	27.35454709	-1.197234462	0.368249322	-3.251151843	0.001149385	0.02590186	CR383678.1	proprotein convertase subtilisin/kexin type 5a [Source:NCBI gene;Acc:571235]
ENSDARG00000055388	1531.404188	-0.326280078	0.100364132	-3.250962986	0.001150148	0.02590186	vtna	vitronectin a [Source:ZFIN;Acc:ZDB-GENE-050522-440]
ENSDARG00000116014	666.370054	-0.301246581	0.092669927	-3.250748003	0.001151018	0.02590186	sulf2b	sulfatase 2b [Source:ZFIN;Acc:ZDB-GENE-030131-775]
ENSDARG00000089806	37.12044415	-6.128556648	1.885426865	-3.2504876	0.001152073	0.025903377	si:dkey-239j18.3	si:dkey-239j18.3 [Source:ZFIN;Acc:ZDB-GENE-121214-39]
ENSDARG00000045071	626.9111837	-0.295352263	0.090990983	-3.245950909	0.00117059	0.026252237	chad	chondroadherin [Source:ZFIN;Acc:ZDB-GENE-040426-1130]
ENSDARG00000098746	2456.354012	-0.442577749	0.136482673	-3.242739461	0.001183864	0.026504618	dhrs13l1	dehydrogenase/reductase (SDR family) member 13 like 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1907]
ENSDARG00000078550	253.9291249	-0.534614017	0.165045412	-3.239193453	0.001198682	0.026790654	zgc:194839	zgc:194839 [Source:ZFIN;Acc:ZDB-GENE-081022-153]
ENSDARG00000057903	6284.447109	-0.246827639	0.076206828	-3.238917656	0.001199842	0.02679375	si:ch211-266g18.10	si:ch211-266g18.10 [Source:ZFIN;Acc:ZDB-GENE-131127-188]
ENSDARG00000008732	1899.181777	-0.267316391	0.082577815	-3.237145377	0.001207319	0.026869246	zgc:66479	zgc:66479 [Source:ZFIN;Acc:ZDB-GENE-031030-10]
ENSDARG00000016830	3849.76894	-0.237866746	0.073479973	-3.237164299	0.001207239	0.026869246	rimkla	ribosomal modification protein rimK-like family member A [Source:NCBI gene;Acc:447815]
ENSDARG00000043148	1263.767659	-0.298660702	0.092282561	-3.236372065	0.001210595	0.026914913	slc1a3b	solute carrier family 1 member 3b [Source:ZFIN;Acc:ZDB-GENE-090708-3]
ENSDARG00000060152	123.5232233	-0.772451712	0.239123087	-3.230351879	0.001236379	0.027399799	fam155b	family with sequence similarity 155 member B [Source:NCBI gene;Acc:791161]
ENSDARG00000089824	496.0748488	-0.353533876	0.10950978	-3.228331541	0.001245146	0.027570784	lpar4	lysophosphatidic acid receptor 4 [Source:ZFIN;Acc:ZDB-GENE-120201-1]
ENSDARG00000111700	577.3860044	-0.368147843	0.114250969	-3.222273274	0.001271778	0.028136742	rbfox1l	"RNA binding fox-1 homolog 1, like [Source:NCBI gene;Acc:407613]"
ENSDARG00000089769	2807.544031	-0.403952272	0.125377753	-3.221881558	0.001273518	0.0281515	hapln1a	hyaluronan and proteoglycan link protein 1a [Source:ZFIN;Acc:ZDB-GENE-050302-175]
ENSDARG00000097826	624.8396661	-0.715577823	0.222172564	-3.220819933	0.001278244	0.028232199	si:dkey-239b22.2	si:dkey-239b22.2 [Source:ZFIN;Acc:ZDB-GENE-131120-8]
ENSDARG00000110489	351.814387	-0.35978037	0.111827355	-3.217284093	0.001294104	0.02848657	zgc:91860	zgc:91860 [Source:ZFIN;Acc:ZDB-GENE-040704-34]
ENSDARG00000056656	489.6225374	-0.312928611	0.09737035	-3.213797745	0.001309919	0.028810534	tspan18a	tetraspanin 18a [Source:ZFIN;Acc:ZDB-GENE-040718-232]
ENSDARG00000042980	761.0161839	-0.712420893	0.221831642	-3.211538651	0.001320262	0.02898942	cyp2p7	"cytochrome P450, family 2, subfamily P, polypeptide 7 [Source:ZFIN;Acc:ZDB-GENE-041001-155]"
ENSDARG00000079462	374.7180202	-0.446017799	0.138922365	-3.210554328	0.001324792	0.029064568	si:ch211-131k2.3	si:ch211-131k2.3 [Source:ZFIN;Acc:ZDB-GENE-121214-210]
ENSDARG00000115364	106.8076678	-0.690348128	0.215235562	-3.207407375	0.001339372	0.02925648	hmx2	H6 family homeobox 2 [Source:ZFIN;Acc:ZDB-GENE-080506-2]
ENSDARG00000116450	965.6629589	-0.307607186	0.095910752	-3.20722318	0.00134023	0.02925648	pygb	"phosphorylase, glycogen; brain [Source:ZFIN;Acc:ZDB-GENE-040928-2]"
ENSDARG00000116925	5532.310173	-0.273031428	0.085302487	-3.200744057	0.001370732	0.029823089	actc1a	actin alpha cardiac muscle 1a [Source:ZFIN;Acc:ZDB-GENE-040520-4]
ENSDARG00000015349	2441.215043	-0.209952507	0.06559088	-3.200940533	0.001369798	0.029823089	mfge8a	milk fat globule-EGF factor 8 protein a [Source:ZFIN;Acc:ZDB-GENE-050327-9]
ENSDARG00000045262	1870.709953	-0.320081354	0.100070161	-3.198569402	0.001381113	0.029999189	gsnb	gelsolin b [Source:ZFIN;Acc:ZDB-GENE-030131-8567]
ENSDARG00000100426	254.4090213	-0.529672261	0.165764891	-3.19532234	0.001396747	0.030238661	fam167b	family with sequence similarity 167 member B [Source:ZFIN;Acc:ZDB-GENE-131121-390]
ENSDARG00000039133	1828.683706	-0.241133026	0.075548946	-3.19174575	0.001414158	0.03056514	lamb4	"laminin, beta 4 [Source:NCBI gene;Acc:286831]"
ENSDARG00000100949	11.05682806	-2.861214433	0.896905287	-3.190096517	0.001422253	0.030714809	vap	vascular associated protein [Source:ZFIN;Acc:ZDB-GENE-090313-42]
ENSDARG00000115758	11.20619316	-3.209368764	1.006432785	-3.188855542	0.001428372	0.030821598	CR381567.2	"complement component 1, q subcomponent-like 4 [Source:NCBI gene;Acc:559288]"
ENSDARG00000074989	995.8659772	-0.361501846	0.113411723	-3.187517439	0.001434998	0.030918415	sparcl1	SPARC-like 1 [Source:ZFIN;Acc:ZDB-GENE-060130-6]
ENSDARG00000013623	92023.35063	-0.313989447	0.098537819	-3.186486674	0.001440121	0.030998639	vdac2	voltage-dependent anion channel 2 [Source:ZFIN;Acc:ZDB-GENE-030131-845]
ENSDARG00000086034	1661.744412	-0.255253304	0.080112696	-3.186177923	0.001441659	0.031006305	nectin1b	nectin cell adhesion molecule 1b [Source:ZFIN;Acc:ZDB-GENE-090224-2]
ENSDARG00000115952	40.51892418	-1.383735208	0.434677664	-3.183359354	0.001455768	0.031232953	crip3	cysteine-rich protein 3 [Source:ZFIN;Acc:ZDB-GENE-130530-620]
ENSDARG00000077023	640.250167	-0.281515709	0.088442792	-3.183026021	0.001457445	0.031243385	pcdhb	protocadherin b [Source:ZFIN;Acc:ZDB-GENE-020731-3]
ENSDARG00000111600	30.92843509	-2.213749704	0.69668176	-3.177562313	0.001485188	0.031800151	BX470197.1	
ENSDARG00000039381	1195.048184	-0.265501737	0.083618344	-3.175161379	0.001497532	0.032024238	ch25hl1.1	"cholesterol 25-hydroxylase like 1, tandem duplicate 1 [Source:NCBI gene;Acc:336673]"
ENSDARG00000094771	93.30267317	-0.734418875	0.231376596	-3.174127757	0.001502875	0.032094266	si:dkey-280e8.1	si:dkey-280e8.1 [Source:ZFIN;Acc:ZDB-GENE-070705-454]
ENSDARG00000077467	1130.740786	-0.212048727	0.066806888	-3.174054835	0.001503253	0.032094266	sox10	SRY-box transcription factor 10 [Source:ZFIN;Acc:ZDB-GENE-011207-1]
ENSDARG00000005754	8011.595707	-0.212097148	0.066854228	-3.172531564	0.001511161	0.03223688	ptprfb	protein tyrosine phosphatase receptor type Fb [Source:NCBI gene;Acc:799867]
ENSDARG00000013963	3698.935668	-0.244563677	0.077117639	-3.171306597	0.001517549	0.032346843	mipb	major intrinsic protein of lens fiber b [Source:ZFIN;Acc:ZDB-GENE-050706-86]
ENSDARG00000008573	986.9781546	-0.22165814	0.069955639	-3.16855285	0.001531999	0.032549085	fam20b	FAM20B glycosaminoglycan xylosylkinase [Source:NCBI gene;Acc:557060]
ENSDARG00000095502	143.4125722	-0.598337212	0.189036802	-3.165189023	0.001549822	0.032901123	si:dkey-286h21.1	si:dkey-286h21.1 [Source:ZFIN;Acc:ZDB-GENE-091116-5]
ENSDARG00000040045	1401.493924	-0.313832514	0.099262659	-3.161637179	0.001568849	0.033251236	cldn1	claudin 1 [Source:ZFIN;Acc:ZDB-GENE-010328-11]
ENSDARG00000068096	1760.512012	-0.279156205	0.088309001	-3.161129683	0.001571585	0.033282342	atf5a	activating transcription factor 5a [Source:ZFIN;Acc:ZDB-GENE-060526-205]
ENSDARG00000100913	1376.092997	-0.217612276	0.068869585	-3.159773302	0.001578919	0.033410698	arhgef12b	Rho guanine nucleotide exchange factor (GEF) 12b [Source:ZFIN;Acc:ZDB-GENE-070705-36]
ENSDARG00000109655	576.0081629	-0.326979153	0.103551718	-3.157641023	0.001590513	0.033601825	dicer1	"dicer 1, ribonuclease type III [Source:NCBI gene;Acc:324724]"
ENSDARG00000060008	348.4116436	-0.400105391	0.126761245	-3.156370011	0.001597461	0.03371783	hhipl2	HHIP-like 2 [Source:ZFIN;Acc:ZDB-GENE-131120-145]
ENSDARG00000054058	3051.024563	-0.374743116	0.119080982	-3.146960252	0.001649774	0.03465846	h1-10	H1.10 linker histone [Source:ZFIN;Acc:ZDB-GENE-030131-1228]
ENSDARG00000019881	21781.05702	-0.1846728	0.058735061	-3.144166315	0.001665607	0.0349631	bsg	basigin [Source:ZFIN;Acc:ZDB-GENE-030131-9638]
ENSDARG00000056108	3974.157577	-0.334397457	0.106389303	-3.143149231	0.001671406	0.035056773	ndufa4	NADH:ubiquinone oxidoreductase subunit A4 [Source:NCBI gene;Acc:406298]
ENSDARG00000019457	344.7900571	-0.461726957	0.146988183	-3.141252222	0.001682271	0.035256474	tfe3b	transcription factor binding to IGHM enhancer 3b [Source:ZFIN;Acc:ZDB-GENE-010919-3]
ENSDARG00000109606	173.7960958	-0.818902184	0.26111189	-3.136211775	0.001711456	0.035782379	nipal3	NIPA like domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-040718-379]
ENSDARG00000109331	38.87457335	-1.23199006	0.393210063	-3.133160049	0.001729351	0.036099002	neurl1ab	neuralized E3 ubiquitin protein ligase 1Ab [Source:ZFIN;Acc:ZDB-GENE-060929-1210]
ENSDARG00000045153	394.410535	-0.602905508	0.192468554	-3.132488379	0.001733313	0.036152939	slc16a8	solute carrier family 16 member 8 [Source:ZFIN;Acc:ZDB-GENE-121128-1]
ENSDARG00000110889	176.1306092	-0.583955296	0.186468449	-3.131657386	0.001738226	0.036197865	spon1b	spondin 1b [Source:ZFIN;Acc:ZDB-GENE-000427-10]
ENSDARG00000015970	1156.574355	-0.223366632	0.071355136	-3.130351163	0.001745975	0.036330393	phip	pleckstrin homology domain interacting protein [Source:ZFIN;Acc:ZDB-GENE-050208-261]
ENSDARG00000029204	1729.0767	-0.268421947	0.085757921	-3.129995975	0.001748087	0.036345526	tyrp1a	tyrosinase-related protein 1a [Source:ZFIN;Acc:ZDB-GENE-070718-2]
ENSDARG00000035835	5215.286781	-0.17779307	0.056879166	-3.125803036	0.001773203	0.036780289	eef2k	eukaryotic elongation factor 2 kinase [Source:ZFIN;Acc:ZDB-GENE-020916-2]
ENSDARG00000056024	47.80859123	-1.141148397	0.365303528	-3.123836235	0.001785098	0.036997773	eva1c	eva-1 homolog C (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-091204-329]
ENSDARG00000114555	40.5774136	-1.308962942	0.419248131	-3.122167629	0.001795247	0.03712016	ces3	carboxylesterase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9563]
ENSDARG00000045706	425.358452	-0.478070656	0.153153812	-3.121506729	0.001799281	0.037140114	tspan9b	tetraspanin 9b [Source:NCBI gene;Acc:431733]
ENSDARG00000114560	448.5343067	-0.686095464	0.219863002	-3.120558969	0.001805082	0.037149076	CR381602.1	oculocutaneous albinism II [Source:NCBI gene;Acc:567419]
ENSDARG00000037845	12438.67118	-0.335208315	0.107419647	-3.120549407	0.00180514	0.037149076	col9a3	"collagen, type IX, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9799]"
ENSDARG00000076448	1193.432212	-0.315891021	0.101217783	-3.120904372	0.001802966	0.037149076	serpinf2a	"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 2a [Source:ZFIN;Acc:ZDB-GENE-060822-1]"
ENSDARG00000102300	148.1689979	-0.49246884	0.157837054	-3.120109177	0.00180784	0.037175485	ca9	carbonic anhydrase IX [Source:ZFIN;Acc:ZDB-GENE-080818-5]
ENSDARG00000116519	274.5952423	-0.617125442	0.197914017	-3.118149243	0.001819906	0.037365039	prune2	prune homolog 2 with BCH domain [Source:ZFIN;Acc:ZDB-GENE-050309-222]
ENSDARG00000078522	2840.660207	-0.403940029	0.129581899	-3.117256587	0.001825426	0.037449068	si:ch211-80h18.1	si:ch211-80h18.1 [Source:ZFIN;Acc:ZDB-GENE-070705-257]
ENSDARG00000018077	244.1556057	-0.429776186	0.137969674	-3.115004729	0.00183942	0.037706665	rbp1.1	"retinol binding protein 1, cellular, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050421-2]"
ENSDARG00000109835	67.64359724	-1.276903385	0.411006828	-3.106769274	0.00189144	0.038442667	BX510928.2	"phosphodiesterase 4D, cAMP-specific [Source:NCBI gene;Acc:566998]"
ENSDARG00000110624	180.8229362	-0.732172487	0.235636207	-3.107215554	0.001888586	0.038442667	BX005335.1	unconventional myosin-VIIb-like [Source:NCBI gene;Acc:108190403]
ENSDARG00000006865	189.2757795	-0.461584552	0.148546642	-3.107337495	0.001887807	0.038442667	glra4a	"glycine receptor, alpha 4a [Source:ZFIN;Acc:ZDB-GENE-010410-3]"
ENSDARG00000020541	895.5915315	-0.24248511	0.078045006	-3.106990737	0.001890023	0.038442667	ism1	isthmin 1 [Source:NCBI gene;Acc:497617]
ENSDARG00000099446	914.9036635	-0.285227325	0.091868543	-3.104733302	0.001904507	0.038588687	slit1b	slit homolog 1b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030722-4]
ENSDARG00000113359	11.28676795	-3.035730356	0.978338089	-3.102946099	0.001916045	0.038762617	rnf17	ring finger protein 17 [Source:ZFIN;Acc:ZDB-GENE-030131-6451]
ENSDARG00000058672	85.82089658	-0.960005805	0.309803617	-3.098755957	0.00194335	0.039224282	nuggc.3	"nuclear GTPase, germinal center associated, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-061207-67]"
ENSDARG00000110689	41.67895504	-0.947283713	0.305683257	-3.098906113	0.001942366	0.039224282	tacr1a	tachykinin receptor 1a [Source:NCBI gene;Acc:100003539]
ENSDARG00000021735	723.5907101	-0.295924927	0.095597401	-3.095533196	0.001964594	0.039549614	cacna1ba	"calcium channel, voltage-dependent, N type, alpha 1B subunit, a [Source:ZFIN;Acc:ZDB-GENE-060531-44]"
ENSDARG00000021869	566.3638494	-0.446408179	0.144400688	-3.09145466	0.001991784	0.039955979	rcan2	regulator of calcineurin 2 [Source:ZFIN;Acc:ZDB-GENE-040516-17]
ENSDARG00000042130	30.70784696	-1.447833411	0.468630344	-3.089499919	0.002004938	0.040158441	zp3a.2	"zona pellucida glycoprotein 3a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040727-2]"
ENSDARG00000116568	675.9687976	-0.470965655	0.152713521	-3.083981384	0.002042504	0.040848518	smg1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:ZFIN;Acc:ZDB-GENE-061013-767]
ENSDARG00000112730	213.5617786	-0.733633411	0.237906274	-3.083707709	0.002044383	0.040854971	gnao1b	"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O, b [Source:ZFIN;Acc:ZDB-GENE-040426-1693]"
ENSDARG00000038703	242.7035914	-0.608198369	0.197315073	-3.082371563	0.002053583	0.040971906	hkdc1	hexokinase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9801]
ENSDARG00000074919	732.1008905	-0.549677199	0.178440456	-3.080451655	0.002066869	0.041116435	BFSP1	beaded filament structural protein 1 [Source:HGNC Symbol;Acc:HGNC:1040]
ENSDARG00000068220	365.870254	-0.322484985	0.104680082	-3.080671867	0.002065341	0.041116435	mbl2	mannose binding lectin 2 [Source:ZFIN;Acc:ZDB-GENE-000427-2]
ENSDARG00000053104	484.7481059	-0.316137342	0.102649271	-3.07978166	0.002071524	0.041177816	fam102ba	family with sequence similarity 102 member Ba [Source:ZFIN;Acc:ZDB-GENE-060616-312]
ENSDARG00000115688	164.4135548	-0.463327667	0.15065517	-3.075418313	0.002102075	0.041658872	hirip3	HIRA interacting protein 3 [Source:ZFIN;Acc:ZDB-GENE-030131-5753]
ENSDARG00000060113	3830.429504	-0.267577496	0.087122192	-3.071289754	0.002131362	0.042080368	znf395a	zinc finger protein 395a [Source:ZFIN;Acc:ZDB-GENE-061215-52]
ENSDARG00000113530	167.6324255	-0.683319811	0.222506337	-3.071012813	0.00213334	0.042080929	ackr3b	atypical chemokine receptor 3b [Source:ZFIN;Acc:ZDB-GENE-031116-61]
ENSDARG00000109924	836.1826521	-0.441543512	0.143836891	-3.069751496	0.002142369	0.042202427	tnnt2e	"troponin T2e, cardiac [Source:ZFIN;Acc:ZDB-GENE-041210-27]"
ENSDARG00000110159	72.81563917	-1.207592558	0.393679498	-3.067450967	0.002158929	0.042393614	lig1	"ligase I, DNA, ATP-dependent [Source:ZFIN;Acc:ZDB-GENE-110404-2]"
ENSDARG00000034685	1033.795747	-0.23964618	0.078183209	-3.065187301	0.002175337	0.042627836	tmem198b	transmembrane protein 198b [Source:NCBI gene;Acc:564608]
ENSDARG00000037539	4054.92768	-0.16729501	0.054611463	-3.06336805	0.002188607	0.042823051	tnnc1b	troponin C type 1b (slow) [Source:ZFIN;Acc:ZDB-GENE-040625-62]
ENSDARG00000016048	2069.746182	-0.327713615	0.107011255	-3.062421951	0.002195537	0.042895533	gpat3	glycerol-3-phosphate acyltransferase 3 [Source:NCBI gene;Acc:436958]
ENSDARG00000032242	420.7724438	-0.393861846	0.128633162	-3.061899741	0.002199371	0.042938465	tnnt2c	"troponin T2c, cardiac [Source:ZFIN;Acc:ZDB-GENE-030520-1]"
ENSDARG00000071076	583.8792977	-0.377188778	0.123312137	-3.058813083	0.002222157	0.043190787	ldhbb	lactate dehydrogenase Bb [Source:NCBI gene;Acc:436747]
ENSDARG00000061031	944.8376418	-0.299895255	0.098033364	-3.059114176	0.002219925	0.043190787	dner	delta/notch-like EGF repeat containing [Source:ZFIN;Acc:ZDB-GENE-130502-1]
ENSDARG00000078302	1803.092114	-0.221042675	0.072256613	-3.059134188	0.002219777	0.043190787	brinp1	bone morphogenetic protein/retinoic acid inducible neural-specific 1 [Source:ZFIN;Acc:ZDB-GENE-130530-847]
ENSDARG00000073766	582.5400114	-0.299611713	0.098027475	-3.056405489	0.002240081	0.043442337	tnni1d	"troponin I, skeletal, slow d [Source:ZFIN;Acc:ZDB-GENE-040718-374]"
ENSDARG00000061335	1272.250598	-0.226310095	0.074136155	-3.052627913	0.00226847	0.043798669	galnt1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2360]
ENSDARG00000090468	205.5234398	-0.567046954	0.185979795	-3.048970755	0.002296268	0.044237728	ppp1r3aa	"protein phosphatase 1, regulatory subunit 3Aa [Source:ZFIN;Acc:ZDB-GENE-110914-122]"
ENSDARG00000099755	1640.827919	-0.205981149	0.067576533	-3.048116546	0.002302806	0.044331127	pfklb	"phosphofructokinase, liver b [Source:ZFIN;Acc:ZDB-GENE-050417-62]"
ENSDARG00000060977	2623.322871	-0.224504359	0.073695527	-3.046376984	0.002316172	0.044523111	zgc:153018	zgc:153018 [Source:ZFIN;Acc:ZDB-GENE-060929-752]
ENSDARG00000111099	440.5839768	-0.358202636	0.117722888	-3.042761207	0.002344183	0.045028558	her6	hairy-related 6 [Source:ZFIN;Acc:ZDB-GENE-980526-144]
ENSDARG00000070490	88.52293571	-0.67966633	0.224003532	-3.03417685	0.00241193	0.046171396	si:dkeyp-75b4.7	si:dkeyp-75b4.7 [Source:ZFIN;Acc:ZDB-GENE-090312-58]
ENSDARG00000057004	285.912144	-0.503772558	0.166036438	-3.03410844	0.002412477	0.046171396	si:ch211-287a12.9	si:ch211-287a12.9 [Source:ZFIN;Acc:ZDB-GENE-130530-668]
ENSDARG00000023237	989.5339682	-0.235668292	0.077769792	-3.030332016	0.00244285	0.046684596	syne3	"spectrin repeat containing, nuclear envelope family member 3 [Source:ZFIN;Acc:ZDB-GENE-070209-271]"
ENSDARG00000075538	64.10242932	-0.796397777	0.262830632	-3.03007976	0.002444892	0.046689601	zgc:163061	zgc:163061 [Source:ZFIN;Acc:ZDB-GENE-070410-132]
ENSDARG00000105281	962.1790508	-0.237895762	0.078572182	-3.027735215	0.002463939	0.046882734	p2ry1	purinergic receptor P2Y1 [Source:ZFIN;Acc:ZDB-GENE-121004-2]
ENSDARG00000042245	25798.17264	-0.138211296	0.045646367	-3.027870663	0.002462835	0.046882734	myl13	"myosin, light chain 13 [Source:ZFIN;Acc:ZDB-GENE-040426-1593]"
ENSDARG00000053323	928.2097632	-0.370043024	0.122257159	-3.026759569	0.002471905	0.047000226	zgc:112285	zgc:112285 [Source:ZFIN;Acc:ZDB-GENE-050913-132]
ENSDARG00000054423	1446.49979	-0.263204212	0.087042745	-3.023850089	0.002495801	0.047351639	slc7a6	solute carrier family 7 member 6 [Source:NCBI gene;Acc:57957]
ENSDARG00000015050	19924.03118	-0.23403354	0.077448402	-3.021799467	0.00251277	0.047604736	calm3a	"calmodulin 3a (phosphorylase kinase, delta) [Source:ZFIN;Acc:ZDB-GENE-030131-5590]"
ENSDARG00000101200	285.3543341	-0.527174725	0.174650867	-3.018448947	0.002540722	0.047926676	zgc:112964	zgc:112964 [Source:ZFIN;Acc:ZDB-GENE-050306-47]
ENSDARG00000014239	338.2049094	-0.379345519	0.125751592	-3.016625961	0.00255605	0.048095059	esyt1b	extended synaptotagmin-like protein 1b [Source:ZFIN;Acc:ZDB-GENE-040724-209]
ENSDARG00000115611	7.997436805	-3.877428275	1.286225075	-3.014579914	0.002573354	0.048368365	sfpq	splicing factor proline/glutamine-rich [Source:ZFIN;Acc:ZDB-GENE-040426-2452]
ENSDARG00000057867	7184.573736	-0.222531065	0.073910034	-3.010836986	0.002605287	0.048828657	lasp1	LIM and SH3 protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1936]
ENSDARG00000037691	179.375479	-0.819573895	0.27227033	-3.010147652	0.002611207	0.048834972	pcdh2ab2	protocadherin 2 alpha b2 [Source:ZFIN;Acc:ZDB-GENE-041118-2]
ENSDARG00000042990	131.9704828	-0.822478631	0.273366602	-3.008701958	0.002623664	0.048963235	cyp2p10	"cytochrome P450, family 2, subfamily P, polypeptide 10 [Source:ZFIN;Acc:ZDB-GENE-040120-1]"
ENSDARG00000099911	612.3386825	-0.278277944	0.09252317	-3.007656836	0.002632702	0.049096999	lrrc8c	leucine rich repeat containing 8 VRAC subunit C [Source:ZFIN;Acc:ZDB-GENE-030131-2965]
ENSDARG00000074667	6016.656147	-0.176410375	0.058669402	-3.006854833	0.002639658	0.049191749	akt1s1	AKT1 substrate 1 (proline-rich) [Source:ZFIN;Acc:ZDB-GENE-030131-482]
ENSDARG00000034240	7659.288092	-0.16992578	0.056530232	-3.005927535	0.002647721	0.0492371	capza1a	capping actin protein of muscle Z-line subunit alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-5237]
ENSDARG00000101251	15605.5571	-0.36163023	0.120389263	-3.003841219	0.002665944	0.049470798	ldha	lactate dehydrogenase A4 [Source:NCBI gene;Acc:30496]
ENSDARG00000003216	11893.66786	-0.336143569	0.11189775	-3.004024373	0.00266434	0.049470798	anxa2a	annexin A2a [Source:ZFIN;Acc:ZDB-GENE-030131-4282]
ENSDARG00000094192	44.81175348	-0.946600541	0.315202881	-3.003146853	0.002672035	0.049548775	si:dkeyp-82a1.2	si:dkeyp-82a1.2 [Source:ZFIN;Acc:ZDB-GENE-081104-475]
ENSDARG00000039501	224.294272	-0.495482115	0.165003656	-3.002855369	0.002674595	0.049561229	ugt2a6	"UDP glucuronosyltransferase 2 family, polypeptide A6 [Source:ZFIN;Acc:ZDB-GENE-081104-3]"
ENSDARG00000069692	423.9881924	-0.357946783	0.119227178	-3.002224747	0.002680142	0.049628971	col7a1l	collagen type VII alpha 1-like [Source:ZFIN;Acc:ZDB-GENE-030131-9861]
ENSDARG00000079119	1036.157329	-0.433262845	0.144386917	-3.000707089	0.002693535	0.049820911	si:ch211-229d2.5	si:ch211-229d2.5 [Source:ZFIN;Acc:ZDB-GENE-121214-200]
ENSDARG00000070487	552.4033103	-0.280383	0.093441687	-3.000620058	0.002694305	0.049820911	1-Mar	mitochondrial amidoxime reducing component 1 [Source:NCBI gene;Acc:378742]
ENSDARG00000075467	811.2033701	-0.255356475	0.085150473	-2.99888498	0.002709696	0.050034981	shisa3	shisa family member 3 [Source:ZFIN;Acc:ZDB-GENE-070112-2022]
ENSDARG00000041776	558.041885	-0.293996607	0.098344914	-2.989443944	0.002794857	0.051391509	ndst3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3 [Source:ZFIN;Acc:ZDB-GENE-090312-199]
ENSDARG00000036830	41994.29038	-0.250842877	0.083939609	-2.988373188	0.002804669	0.05149874	krt91	keratin 91 [Source:ZFIN;Acc:ZDB-GENE-040801-181]
ENSDARG00000113014	186.6126258	-0.450544601	0.150894793	-2.985819397	0.002828196	0.051821955	prox3	prospero homeobox 3 [Source:ZFIN;Acc:ZDB-GENE-050107-3]
ENSDARG00000067549	371.6527913	-0.329109648	0.110300753	-2.983747981	0.002847412	0.052064977	adamts12	"ADAM metallopeptidase with thrombospondin type 1 motif, 12 [Source:ZFIN;Acc:ZDB-GENE-070705-471]"
ENSDARG00000061634	617.357402	-0.470129819	0.157601422	-2.983030308	0.002854097	0.052137762	aifm4	apoptosis inducing factor mitochondria associated 4 [Source:ZFIN;Acc:ZDB-GENE-070112-2282]
ENSDARG00000035809	223691.4172	-1.103409441	0.370479061	-2.978331451	0.002898224	0.052773418	col1a1b	"collagen, type I, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-030131-4400]"
ENSDARG00000029057	972.3682336	-0.295053744	0.099074839	-2.978089554	0.002900512	0.052778461	tm6sf2	transmembrane 6 superfamily member 2 [Source:ZFIN;Acc:ZDB-GENE-060503-338]
ENSDARG00000099260	306.1080939	-0.405247293	0.136214027	-2.975077557	0.002929145	0.053140759	PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1a [Source:NCBI gene;Acc:563621]
ENSDARG00000089858	347.610815	-0.344749574	0.11586198	-2.975519435	0.002924928	0.053140759	cobll1a	cordon-bleu WH2 repeat protein-like 1a [Source:ZFIN;Acc:ZDB-GENE-120215-171]
ENSDARG00000035322	1363.507771	-0.240764835	0.08104679	-2.970689331	0.002971322	0.053731575	myh7bb	"myosin, heavy chain 7B, cardiac muscle, beta b [Source:ZFIN;Acc:ZDB-GENE-090311-5]"
ENSDARG00000077479	17.41041245	-1.656688742	0.55791801	-2.969412549	0.002983697	0.053885771	msh5	mutS homolog 5 [Source:ZFIN;Acc:ZDB-GENE-131127-632]
ENSDARG00000076667	45647.32222	-0.293401522	0.098815857	-2.969174496	0.00298601	0.053885771	ccng1	cyclin G1 [Source:ZFIN;Acc:ZDB-GENE-020322-1]
